Genus,SpeciesName,Species,Museum,MusID,Sex,Locomotion,FemurHead,NSA,Neck,L2,L4,FTA,PS,PI,AS,AI,TotalArea,SUP,ANT,AcetabDiameter,PelvicBreadth,Abduction,AbductedKnee
Erythrocebus,patas,Erythrocebus_patas,ZSM,AP71,2,Non,15.011,103.307,13.91,138.299,15.663,61.184,132.9,77.502,136.838,123.332,470.572,111.974,99.977,16.73,33.022,38.685,132.337
Gorilla,beringei,Gorilla_beringei,USNM,395636,1,Excluded,49.762,110.229,64.392,311.374,45.303,76.513,1301.5,899.349,1486.496,1288.631,4975.976,108.983,102.884,53.518,113.389,35.118,336.057
Gorilla,beringei,Gorilla_beringei,USNM,397351,1,Excluded,49.307,119.241,71.588,307.087,61.388,77.524,1152.609,845.595,1253.168,1278.853,4530.225,94.481,104.532,53.775,122.209,23.982,307.699
Gorilla,beringei,Gorilla_beringei,USNM,545039,1,Excluded,48.333,104.051,64.659,314.778,38.804,75.465,1255.615,925.854,1307.747,1217.986,4707.202,103.839,97.213,52.966,110.542,21.17,269.251
Gorilla,beringei,Gorilla_beringei,USNM,396935,2,Excluded,40.947,115.18,50.807,266.001,44.907,73.718,823.645,617.293,854.013,796.45,3091.401,98.855,96.218,45.376,98.919,32.701,280.143
Gorilla,beringei,Gorilla_beringei,USNM,545042,2,Excluded,38.692,117.983,45.307,244.226,38.858,77.146,714.315,532.987,816.001,807.309,2870.612,96.843,104.168,42.427,96.742,38.805,280.747
Gorilla,beringei,Gorilla_beringei,USNM,545045,2,Excluded,40.548,107.162,48.427,267.578,39.253,71.26,814.97,583.82,905.466,781.746,3086.002,102.641,100.696,45.304,98.911,29.728,261.663
Gorilla,gorilla,Gorilla_gorilla_gorilla,CMNH,1057,1,Suspensory,47.784,113.468,61.915,305.141,48.538,77.795,1112.415243,645.493807,1324.067842,1228.857376,4310.834268,105.037,99.837,52.42,102.028,44.758,368.169
Gorilla,gorilla,Gorilla_gorilla_gorilla,CMNH,1407,1,Suspensory,54.882,100.398,61.915,342.107,41.977,71.986,1602.351,980.413,1817.797,1628.363,6028.924,105.367,102.996,62.764,114.939,29.83,333.596
Gorilla,gorilla,Gorilla_gorilla_gorilla,CMNH,1409,1,Suspensory,51.594,96.244,60.503,355.78,39.736,64.439,1453.600505,893.650502,1721.124341,1367.864283,5436.239631,113.504,94.002,57.145,103.69,45.012,393.736
Gorilla,gorilla,Gorilla_gorilla_gorilla,CMNH,1431,1,Suspensory,48.414,107.796,64.255,318.587,48.211,72.531,1239.395521,752.733363,1349.887,1305.77086,4647.786744,104.414,97.578,55.82,101.895,41.396,369.031
Gorilla,gorilla,Gorilla_gorilla_gorilla,CMNH,1728,1,Suspensory,56.498,111.167,68.803,327.133,62.7,67.76,1691.075634,1241.496,1889.308,1913.314,6735.193634,97.641,97.956,61.856,101.254,32.995,334.979
Gorilla,gorilla,Gorilla_gorilla_gorilla,CMNH,1731,1,Suspensory,46.978,87.784,58.946,336.351,28.904,66.582,1139.045,532.684,1481.840445,1224.947679,4378.517124,119.197,102.889,50.736,91.448,36.456,333.359
Gorilla,gorilla,Gorilla_gorilla_gorilla,CMNH,1732,1,Suspensory,49.674,105.124,66.263,315.842,48.171,69.582,1358.797994,763.530722,1528.237322,1411.144012,5061.71005,109.112,100.508,55.435,99.429,48.734,375.926
Gorilla,gorilla,Gorilla_gorilla_gorilla,CMNH,1733,1,Suspensory,52.476,85.458,67.428,350.466,29.69,65.167,1569.808,863.45,1709.4,1433.973,5576.631,113.121,101.915,59.51,119.132,37.289,357.827
Gorilla,gorilla,Gorilla_gorilla_gorilla,CMNH,1994,1,Suspensory,49.408,93.784,58.027,306.171,34.539,68.657,1261.397,721.562,1340.069,1245.381,4568.409,106.479,105.29,55.462,106.063,34.289,310.321
Gorilla,gorilla,Gorilla_gorilla_gorilla,USNM,174722,1,Suspensory,49.071,107.446,61.3,298.142,44.76,71.348,1211.692,639.598,1498.179,1226.373,4575.842,112.131,110.986,54.481,98.733,46.168,356.151
Gorilla,gorilla,Gorilla_gorilla_gorilla,CMNH,1423,2,Suspensory,40.26,91.392,46.408,288.812,27.968,66.341,865.552,490.539,928.805,715.093,2999.989,113.509,92.723,47.186,96.128,45.298,325.929
Gorilla,gorilla,Gorilla_gorilla_gorilla,CMNH,1710,2,Suspensory,40.418,109.177,44.386,278.673,34.586,74.991,813.22874,519.912503,923.403496,744.707269,3001.252008,106.614,98.776,45.172,84.07,52.984,339.693
Gorilla,gorilla,Gorilla_gorilla_gorilla,CMNH,1756,2,Suspensory,39.908,110.877,41.934,248.475,27.522,79.997,872.339342,600.388,996.760283,908.353026,3377.840651,111.397,103.38,45.052,88.026,52.362,312.59
Gorilla,gorilla,Gorilla_gorilla_gorilla,CMNH,1765,2,Suspensory,39.002,108.389,34.94,258.757,25.324,80.34,736.778,384.211,871.603,750.868,2743.46,111.795,110.853,43.846,81.008,50.022,302.513
Gorilla,gorilla,Gorilla_gorilla_gorilla,CMNH,1798,2,Suspensory,41.39,109.664,45.328,264.643,35.186,75.072,822.234,418.097,1068.259,966.14,3274.73,102.796,113.445,47.744,94.369,52.5,332.8
Gorilla,gorilla,Gorilla_gorilla_gorilla,CMNH,1806,2,Suspensory,39.342,104.727,53.3,262.258,41.526,69.044,717.098,389.128,826.443,763.841,2696.51,103.005,104.358,44.682,84.324,49.5,321.6
Gorilla,gorilla,Gorilla_gorilla_gorilla,CMNH,1846,2,Suspensory,39.742,108.46,51.419,283.324,32.988,77.607,844.101,410.662,1018.627,831.813,3105.203,115.811,108.182,44.324,79.578,41.568,298.97
Gorilla,gorilla,Gorilla_gorilla_gorilla,CMNH,1856,2,Suspensory,44.352,111.611,52.81,272.082,36.602,80.752,1058.70621,639.079296,1262.377019,1023.192442,3983.354967,111.919,104.038,48.978,93.219,55.902,358.085
Hylobates,lar,Hylobates_lar,ZSM,1918.37,1,Suspensory,14.633,120.906,18.64,181.618,15.674,81.322,111.092,97.993,110.319,119.709,439.113,89.156,94.249,18.572,36.578,55.716,203.661
Hylobates,lar,Hylobates_lar,MCZH,41427,1,Suspensory,15.068,114.244,20.374,179.54,14.893,80.474,134.083117,99.752707,125.567301,138.358742,497.761867,96.363,94.364,17.498,32.283,66.696,211.48
Hylobates,lar,Hylobates_lar,MCZH,41431,1,Suspensory,17.062,110.054,19.912,189.889,14.158,78.454,183.938,133.422,155.629,157.443,630.432,100.48,90.26,20.358,36.705,51.651,201.851
Hylobates,lar,Hylobates_lar,MCZH,41445,1,Suspensory,15.249,106.764,21.071,183.676,13.129,75.665,133.416,81.22,122.569,127.065,464.27,99.672,97.07,17.881,33.764,50.817,190.896
Hylobates,lar,Hylobates_lar,MCZH,41448,1,Suspensory,16.093,113.707,16.756,180.16,12.81,78.462,137.233,89.443,128.291,131.352,486.319,100.371,97.81,19.583,35.103,44.579,176.516
Hylobates,lar,Hylobates_lar,MCZH,41464,1,Suspensory,15.11,118.676,17.279,190.251,13.146,83.046,129.266716,92.692377,119.001057,123.560216,464.520366,99.929,95.844,18.466,38.109,51.785,203.084
Hylobates,lar,Hylobates_lar,MCZH,41484,1,Suspensory,16.631,106.329,17.702,186.457,10.998,79.179,154.761,113.793,154.365,152.738,575.657,99.929,95.844,19.206,35.411,67.271,218.109
Hylobates,lar,Hylobates_lar,ZSM,1918.38,2,Suspensory,17.124,129.708,22.363,182.128,18.186,92.513,165.079,135.719,150.969,170.586,622.353,99.929,95.844,20.471,37.769,62.815,221.411
Hylobates,lar,Hylobates_lar,MCZH,35950,2,Suspensory,15.041,120.239,17.197,170.746,14.223,82.867,122.254,98.515,119.818,124.026,464.613,96.78,95.027,18.28,35.929,60.736,199.39
Hylobates,lar,Hylobates_lar,MCZH,41412,2,Suspensory,15.587,109.864,17.504,187.669,10.95,82.148,145.119,88.068,132.079,134.946,500.212,102.424,97.999,19.09,38.49,51.87,200.353
Hylobates,lar,Hylobates_lar,MCZH,41414,2,Suspensory,15.802,119.798,18.142,190.395,15.41,81.339,138.281,98.077,122.014,132.143,490.515,97.692,94.2,18.704,39.857,68,231.003
Hylobates,lar,Hylobates_lar,MCZH,41419,2,Suspensory,17.774,126.03,20.469,190.358,18.045,85.448,175.284856,153.72455,159.377541,173.085934,661.472881,93.068,91.896,21.018,38.698,51.29,240.287
Hylobates,lar,Hylobates_lar,MCZH,41424,2,Suspensory,16.67,123.732,18.587,172.714,16.332,82.313,145.976723,97.975485,159.782,168.784,582.670402,98.166,103.16,19.176,37.385,65.21,209.355
