Genus,species_name,species,museum,MusID,sex,femur_head,NSA,NECK,L2,L4,FTA,PS,PI,AS,AI,total_area,SUP,ANT,acetab_diameter,pelvic_breadth,abduction,abducted_knee_position
Pan,paniscus,Pan_paniscus,MRAC,29042,2,30.16,115.39,32.36,244.76,27.04,80.53,532.79,375.86,548.24,479.26,1936.15,108.45,98.58,33.39,63.33,62.67,305.09
Pan,paniscus,Pan_paniscus,MRAC,29045,2,30.73,113.06,37.34,253.80,29.77,75.89,541.62,369.33,585.54,586.39,2082.88,103.10,108.92,34.75,71.66,57.29,312.90
Pan,troglodytes,Pan_troglodytes_troglodytes,CMNH,B1056,1,35.55,127.97,42.56,277.02,36.76,87.67,736.57,490.53,699.63,640.08,2566.79,102.92,96.96,39.58,69.93,54.30,335.03
Pan,troglodytes,Pan_troglodytes_troglodytes,CMNH,B1708,1,34.69,125.43,32.04,236.89,31.06,83.84,660.69,440.54,689.18,601.50,2391.91,105.50,97.74,39.31,65.54,61.99,305.55
Pan,troglodytes,Pan_troglodytes_troglodytes,CMNH,B1758,1,36.42,126.70,42.08,261.65,47.22,74.12,595.88,506.51,595.83,667.12,2365.34,92.19,96.93,41.30,71.70,52.79,318.14
Pan,troglodytes,Pan_troglodytes_troglodytes,CMNH,B1882,1,32.73,129.11,45.75,250.37,39.96,85.86,495.76,342.85,518.02,521.10,1877.72,99.10,99.82,39.76,74.17,45.50,292.44
Pan,troglodytes,Pan_troglodytes_troglodytes,CMNH,B2072,1,35.98,112.12,39.80,266.67,35.21,70.64,671.87,415.57,646.66,625.79,2359.88,103.84,94.06,41.95,76.44,43.60,292.15
Pan,troglodytes,Pan_troglodytes_troglodytes,CMNH,B2746,1,32.85,117.71,36.95,242.84,27.99,84.33,601.30,396.52,587.57,571.58,2156.97,106.44,94.82,37.84,66.38,51.70,288.30
Pan,troglodytes,Pan_troglodytes_troglodytes,CMNH,B2747,1,32.15,119.47,36.07,249.66,29.20,85.56,537.52,368.14,559.90,534.89,2000.45,103.57,102.72,35.91,64.67,45.68,277.31
Pan,troglodytes,Pan_troglodytes_troglodytes,CMNH,B3552,1,34.30,118.63,41.90,245.26,36.25,77.00,583.04,428.41,561.78,620.63,2193.86,95.27,97.94,39.88,79.45,42.06,277.41
Pan,troglodytes,Pan_troglodytes_troglodytes,USNM,176227,2,30.69,136.57,41.64,231.67,37.58,91.73,466.02,371.72,480.45,482.95,1801.14,95.68,96.80,35.56,64.99,58.50,298.45
Pan,troglodytes,Pan_troglodytes_troglodytes,CMNH,B1721,2,30.28,121.75,34.62,232.18,33.19,76.65,447.43,313.97,471.06,518.97,1751.42,93.97,106.59,35.83,68.87,52.83,283.08
Pan,troglodytes,Pan_troglodytes_troglodytes,CMNH,B1723,2,35.65,114.84,40.97,243.98,33.23,78.90,688.44,419.40,731.18,615.08,2454.10,109.03,99.86,40.84,75.82,53.16,302.89
Pan,troglodytes,Pan_troglodytes_troglodytes,CMNH,B1748,2,30.59,124.28,31.26,229.75,25.25,86.52,486.24,302.24,473.81,468.50,1730.78,105.93,103.76,36.56,68.66,55.00,280.49
Pan,troglodytes,Pan_troglodytes_troglodytes,CMNH,B1755,2,31.15,134.52,41.88,252.26,38.17,88.94,543.67,411.70,513.55,508.86,1977.78,101.08,94.25,35.13,68.30,61.46,325.08
Pan,troglodytes,Pan_troglodytes_troglodytes,CMNH,B1766,2,35.88,130.53,47.94,248.03,45.89,82.57,599.48,407.36,604.99,558.88,2170.72,99.61,102.77,41.38,73.49,64.70,337.35
Pan,troglodytes,Pan_troglodytes_troglodytes,CMNH,B1770,2,30.28,119.88,35.60,227.72,33.97,76.57,469.92,332.54,436.76,422.91,1662.13,101.24,93.85,35.09,70.39,47.55,272.70
Pan,troglodytes,Pan_troglodytes_troglodytes,CMNH,B1843,2,34.02,113.22,46.65,254.90,33.29,79.05,524.21,357.22,531.77,516.13,1929.33,102.57,100.51,37.74,74.27,50.00,307.61
Pan,troglodytes,Pan_troglodytes_troglodytes,CMNH,B3539,2,33.22,127.19,33.14,245.29,34.64,78.83,523.41,346.24,548.67,529.73,1948.05,100.32,99.53,38.73,80.56,51.69,303.01
Pan,troglodytes,Pan_troglodytes_troglodytes,CMNH,B3551,2,29.07,117.24,35.25,252.93,28.59,79.45,432.17,279.95,446.23,460.74,1619.09,100.08,104.57,32.32,67.52,54.70,305.29
Papio,anubis,Papio_anubis,USNM,354987,1,23.73,107.29,21.64,231.80,28.33,58.80,272.09,127.80,324.22,276.02,1000.14,108.07,111.55,26.21,50.53,38.11,207.19
Papio,anubis,Papio_anubis,USNM,354989,1,23.04,100.09,22.61,234.31,24.53,57.57,270.22,119.42,326.12,256.20,971.96,118.14,111.55,25.82,52.95,36.61,205.45
Papio,anubis,Papio_anubis,USNM,384229,1,25.55,107.74,20.16,219.91,28.03,57.79,311.16,170.07,361.69,276.53,1119.44,111.43,101.10,28.77,58.98,41.46,218.61
Papio,anubis,Papio_anubis,USNM,384234,1,25.65,102.41,20.23,237.13,25.04,60.91,354.59,181.37,383.59,274.39,1193.95,118.47,99.56,28.79,60.63,35.77,210.75
Papio,anubis,Papio_anubis,USNM,236976,2,26.14,103.04,22.87,232.63,29.56,56.01,330.18,159.37,385.66,304.08,1179.31,113.47,107.46,28.63,56.63,37.97,215.16
Papio,anubis,Papio_anubis,USNM,384228,2,22.92,100.71,19.48,204.70,22.32,60.84,262.44,146.03,296.52,266.21,971.20,106.52,108.29,25.35,49.91,26.52,157.35
Papio,anubis,Papio_anubis,USNM,384235,2,21.28,95.83,20.22,202.61,19.81,59.86,238.82,130.03,265.11,223.75,857.70,113.39,102.68,24.16,46.08,25.52,151.13
Papio,anubis,Papio_anubis,USNM,395441,2,20.64,94.21,16.93,193.72,15.63,62.49,221.74,117.38,249.98,190.08,779.18,115.56,103.63,22.55,47.03,27.74,151.20
Papio,anubis,Papio_anubis,USNM,495438,2,20.89,103.20,18.57,204.64,20.47,61.79,250.65,130.97,278.19,230.25,890.05,113.34,107.97,22.84,47.26,43.53,201.58
Papio,cynocephalus,Papio_cynocephalus,USNM,452509,1,23.62,97.85,27.62,224.07,25.57,57.89,261.53,141.16,316.21,281.40,1000.29,109.58,108.44,25.76,49.54,36.07,196.98
Papio,cynocephalus,Papio_cynocephalus,KNM,7254,2,19.96,111.36,15.28,187.21,19.98,63.80,209.17,107.34,248.85,228.93,794.28,110.86,108.18,22.13,41.35,29.71,145.44
Papio,cynocephalus,Papio_cynocephalus,KNM,7262,2,20.08,110.41,17.15,190.92,20.30,63.52,200.58,115.44,218.96,216.33,751.30,102.12,104.73,22.24,44.11,33.39,166.08
Papio,cynocephalus,Papio_cynocephalus,KNM,7264,2,18.85,102.60,17.33,191.67,18.79,60.60,203.51,115.31,230.79,201.88,751.48,110.30,105.28,20.97,38.14,43.14,184.81
Papio,cynocephalus,Papio_cynocephalus,KNM,7276,2,19.67,107.02,18.67,192.21,23.68,58.39,206.65,126.26,241.64,234.25,808.81,104.24,110.14,21.50,42.57,48.11,201.86
Papio,cynocephalus,Papio_cynocephalus,KNM,7277,2,19.65,101.93,14.79,191.62,19.07,58.58,217.76,108.57,237.25,218.62,782.20,111.32,106.06,21.63,46.64,35.56,168.88
Papio,cynocephalus,Papio_cynocephalus,USNM,384238,2,20.05,104.05,16.87,194.93,18.92,61.69,202.63,100.56,241.34,199.42,743.94,112.51,108.34,22.30,43.25,38.65,179.21
Papio,cynocephalus,Papio_cynocephalus,USNM,452508,2,19.69,99.85,15.64,178.76,18.03,59.27,185.53,113.46,229.28,179.83,708.11,114.21,102.77,21.18,46.25,32.02,153.24
Pongo,abelii,Pongo_abelii,MCZ,50960,1,39.98,,NA,NA,NA,NA,NA,NA,NA,NA,3248.47,NA,NA,52.64,92.71,73.12,376.66
Pongo,abelii,Pongo_abelii,USNM,nm49855/143590,1,37.51,,NA,NA,NA,NA,NA,NA,NA,NA,2756.62,NA,NA,43.35,75.74,80.15,339.71
Pongo,abelii,Pongo_abelii,USNM,nm49859/143593,1,35.21,,NA,NA,NA,NA,NA,NA,NA,NA,2604.17,NA,NA,42.55,77.11,72.06,345.15
Pongo,abelii,Pongo_abelii,USNM,22937,2,30.46,,NA,NA,NA,NA,NA,NA,NA,NA,2034.48,NA,NA,33.08,65.35,81.49,281.04
Pongo,abelii,Pongo_abelii,USNM,49848/143596,2,30.22,,NA,NA,NA,NA,NA,NA,NA,NA,1932.95,NA,NA,35.20,58.81,72.04,287.37
Pongo,abelii,Pongo_abelii,USNM,nm49861/143602,2,30.51,,NA,NA,NA,NA,NA,NA,NA,NA,1889.60,NA,NA,37.06,67.68,72.37,288.49
Pongo,pygmaeus,Pongo_pygmaeus,CMNH,145301,1,40.30,,NA,NA,NA,NA,NA,NA,NA,NA,3149.06,NA,NA,46.38,81.35,71.92,345.61
Pongo,pygmaeus,Pongo_pygmaeus,CMNH,145304,1,38.42,,NA,NA,NA,NA,NA,NA,NA,NA,3067.08,NA,NA,44.38,80.41,73.30,326.65
Pongo,pygmaeus,Pongo_pygmaeus,CMNH,145310,1,38.34,,NA,NA,NA,NA,NA,NA,NA,NA,3162.95,NA,NA,43.68,72.27,72.41,319.46
Pongo,pygmaeus,Pongo_pygmaeus,CMNH,153823,1,39.06,,NA,NA,NA,NA,NA,NA,NA,NA,3274.90,NA,NA,43.36,73.45,70.58,340.03
Pongo,pygmaeus,Pongo_pygmaeus,CMNH,B1444,1,37.51,,NA,NA,NA,NA,NA,NA,NA,NA,2816.81,NA,NA,44.93,74.15,69.00,329.02
Pongo,pygmaeus,Pongo_pygmaeus,ZMA,4602,2,33.16,,NA,NA,NA,NA,NA,NA,NA,NA,2412.24,NA,NA,36.49,66.61,86.24,303.91
Pongo,pygmaeus,Pongo_pygmaeus,MCZH,37365,2,33.10,,NA,NA,NA,NA,NA,NA,NA,NA,2402.26,NA,NA,38.89,76.34,82.12,329.04
Pongo,pygmaeus,Pongo_pygmaeus,MCZ,50958,2,29.06,,NA,NA,NA,NA,NA,NA,NA,NA,1801.36,NA,NA,34.67,63.87,83.90,294.58
Pongo,pygmaeus,Pongo_pygmaeus,CMNH,145308,2,32.29,,NA,NA,NA,NA,NA,NA,NA,NA,2208.55,NA,NA,38.34,75.62,73.97,296.28
Pongo,pygmaeus,Pongo_pygmaeus,CMNH,145309,2,30.45,,NA,NA,NA,NA,NA,NA,NA,NA,1837.71,NA,NA,34.85,73.75,85.25,308.32
Pongo,pygmaeus,Pongo_pygmaeus,USNM,142169/49768,2,31.00,,NA,NA,NA,NA,NA,NA,NA,NA,2145.14,NA,NA,34.63,56.80,69.54,279.73
Pongo,pygmaeus,Pongo_pygmaeus,CMNH,B1030,2,29.83,,NA,NA,NA,NA,NA,NA,NA,NA,2011.33,NA,NA,34.37,67.88,73.85,289.06
Pongo,pygmaeus,Pongo_pygmaeus,CMNH,B1055,2,33.56,,NA,NA,NA,NA,NA,NA,NA,NA,2380.30,NA,NA,38.26,63.50,65.21,267.54
Pongo,pygmaeus,Pongo_pygmaeus,CMNH,B1167,2,30.47,,NA,NA,NA,NA,NA,NA,NA,NA,1996.92,NA,NA,39.45,71.23,76.20,292.44
Pongo,pygmaeus,Pongo_pygmaeus,CMNH,B1443,2,29.27,,NA,NA,NA,NA,NA,NA,NA,NA,1850.11,NA,NA,34.88,62.01,60.34,277.81
Procolobus,badius,Piliocolobus_badius,PCM,m243,2,16.40,110.15,12.07,173.22,12.14,73.91,157.43,85.29,146.18,104.45,493.35,114.85,94.58,18.16,35.95,48.58,175.08
Procolobus,badius,Piliocolobus_badius,PCM,m261,2,16.79,99.13,13.68,176.04,10.45,71.90,158.48,77.27,156.19,112.76,504.69,120.21,99.98,19.13,38.14,34.49,147.63
Procolobus,badius,Piliocolobus_badius,PCM,m284,2,15.07,92.53,13.62,177.70,9.23,68.27,125.88,64.51,131.61,99.15,421.16,119.13,101.86,17.44,36.93,36.75,152.03
Procolobus,badius,Piliocolobus_badius,PCM,m286,2,16.92,101.14,11.79,180.72,9.79,73.74,165.00,92.94,156.06,106.12,520.12,119.17,96.91,19.20,37.26,39.61,161.27
Pygathrix,nemaeus,Pygathrix_nemaeus,MCZ,36259,1,19.95,99.68,18.15,215.22,15.34,64.43,201.39,93.93,223.25,181.78,700.35,114.76,102.46,22.61,38.16,52.54,217.55
Pygathrix,nemaeus,Pygathrix_nemaeus,AMNH,87255,1,19.53,100.61,15.61,222.19,13.31,70.09,211.74,120.99,234.53,182.19,749.44,114.03,102.99,21.62,43.86,48.06,219.75
Pygathrix,nemaeus,Pygathrix_nemaeus,USNM,356576,1,19.31,104.45,16.93,207.58,13.49,72.26,197.31,101.49,233.90,195.39,728.09,114.47,111.32,20.65,38.96,49.68,207.82
Pygathrix,nemaeus,Pygathrix_nemaeus,USNM,356577,1,19.19,105.86,18.33,207.20,17.60,64.25,188.95,116.36,214.54,177.30,697.15,107.82,104.11,20.34,37.93,47.63,202.74
Pygathrix,nemaeus,Pygathrix_nemaeus,USNM,357628,1,19.59,102.92,16.09,226.80,14.06,68.67,226.85,125.04,235.49,213.07,800.46,111.00,107.00,21.46,35.73,62.56,243.47
Pygathrix,nemaeus,Pygathrix_nemaeus,AMNH,87256,2,17.43,114.57,10.13,185.47,13.89,71.83,145.67,71.62,165.27,131.14,513.70,112.67,104.43,20.25,38.11,49.56,184.06
Pygathrix,nemaeus,Pygathrix_nemaeus,USNM,536409,2,16.28,113.11,12.88,182.11,14.39,71.18,145.85,93.36,163.35,130.76,533.32,112.28,97.61,17.63,37.49,43.75,172.79
Rhinopithecus,roxellana,Rhinopithecus_roxellana,USNM,268887,1,21.58,113.56,18.40,214.07,16.30,77.58,274.70,147.00,234.84,207.55,864.09,111.92,99.38,22.12,42.14,42.87,200.43
Rhinopithecus,roxellana,Rhinopithecus_roxellana,AMNH,119648,2,17.83,107.16,15.42,178.14,11.38,78.81,199.17,124.36,169.58,140.51,633.62,110.68,96.34,19.86,36.98,40.51,167.40
Rhinopithecus,roxellana,Rhinopithecus_roxellana,USNM,268886,2,18.75,112.62,15.27,171.05,16.60,71.33,185.00,84.58,189.62,146.41,605.61,112.96,104.71,20.21,42.09,40.40,86.12
Symphalangus,syndactylus,Symphalangus_syndactylus,ZSM,1904.131,1,20.82,112.99,22.89,181.00,17.52,75.78,241.67,168.03,241.74,241.08,892.53,101.14,94.46,25.28,45.97,50.45,202.34
Symphalangus,syndactylus,Symphalangus_syndactylus,ZSM,1905.61,1,19.47,116.94,19.61,166.04,14.45,83.27,233.71,161.30,218.95,194.38,808.34,105.59,93.05,24.13,44.30,64.53,209.46
Symphalangus,syndactylus,Symphalangus_syndactylus,ZSM,1906.161,1,21.78,115.09,25.04,199.58,20.01,76.85,269.70,192.26,270.27,265.67,997.91,100.67,100.26,25.16,46.03,51.57,222.60
Symphalangus,syndactylus,Symphalangus_syndactylus,ZSM,1907.677,1,20.91,111.91,25.83,196.64,16.80,82.37,250.67,172.03,232.49,234.96,890.15,101.39,100.13,26.43,53.24,53.94,230.86
Symphalangus,syndactylus,Symphalangus_syndactylus,ZSM,1908.3560,1,19.78,119.05,21.73,183.75,17.74,80.17,229.15,136.34,211.76,200.26,777.51,104.63,95.63,24.53,47.85,52.42,213.42
Symphalangus,syndactylus,Symphalangus_syndactylus,ZSM,1908.432,1,19.73,122.62,22.57,194.24,19.85,80.28,203.23,136.42,212.42,205.77,757.84,103.07,100.10,23.56,45.28,61.98,235.82
Symphalangus,syndactylus,Symphalangus_syndactylus,ZSM,1908.434,1,19.67,117.56,24.78,199.08,20.66,75.89,227.01,147.73,210.64,210.89,796.26,102.17,97.57,22.95,47.90,54.41,231.19
Symphalangus,syndactylus,Symphalangus_syndactylus,ZMA,5020,1,22.82,131.49,22.83,205.16,17.96,93.74,268.47,208.82,288.32,302.90,1068.51,93.46,101.10,26.04,51.19,66.70,259.41
Symphalangus,syndactylus,Symphalangus_syndactylus,ZMA,5021,1,20.69,110.86,23.05,181.11,18.90,71.46,250.77,160.26,237.65,252.83,901.49,101.34,101.04,24.83,45.82,64.69,222.15
Symphalangus,syndactylus,Symphalangus_syndactylus,USNM,141160/49746,1,22.79,121.30,26.58,192.23,21.52,81.83,270.97,201.92,258.12,281.14,1012.16,92.13,96.74,25.86,53.91,43.82,207.31
Symphalangus,syndactylus,Symphalangus_syndactylus,ZSM,1904.21,2,20.51,118.67,20.70,172.62,15.80,84.03,255.10,172.12,252.26,233.66,913.14,106.23,92.56,23.81,46.32,58.65,210.66
Symphalangus,syndactylus,Symphalangus_syndactylus,ZSM,1904.4,2,19.26,124.45,23.34,170.56,21.06,81.63,206.55,167.08,206.57,199.59,779.79,97.30,93.75,22.87,43.22,56.26,206.69
Symphalangus,syndactylus,Symphalangus_syndactylus,ZSM,1905.108,2,22.04,115.80,22.05,190.23,16.97,79.67,271.69,190.56,273.92,266.41,1002.57,103.56,98.84,25.20,49.70,45.50,203.89
Symphalangus,syndactylus,Symphalangus_syndactylus,ZSM,1905.60,2,18.49,114.97,17.55,166.19,12.84,82.29,182.67,127.50,200.00,207.64,717.80,97.18,108.14,22.05,43.56,56.48,197.26
Symphalangus,syndactylus,Symphalangus_syndactylus,ZSM,1908.3561,2,18.19,115.41,18.31,161.19,16.67,73.07,194.54,126.86,182.57,178.20,682.16,104.44,95.79,22.21,40.18,63.48,196.42
Symphalangus,syndactylus,Symphalangus_syndactylus,AMNH,106584,2,20.11,107.44,20.00,196.32,11.40,82.63,231.67,133.57,223.94,200.61,789.80,112.82,104.67,23.53,49.63,63.80,238.90
Symphalangus,syndactylus,Symphalangus_syndactylus,USNM,141161,2,19.73,116.58,19.46,178.92,14.99,83.03,224.33,166.55,205.05,210.55,806.47,99.19,93.41,23.65,46.40,53.67,207.21
Symphalangus,syndactylus,Symphalangus_syndactylus,USNM,141162,2,20.14,116.02,23.04,182.85,19.24,75.67,228.50,164.68,208.27,221.49,822.94,98.77,97.09,24.45,49.04,62.91,228.77
Symphalangus,syndactylus,Symphalangus_syndactylus,USNM,271048,2,18.20,116.07,22.14,184.33,16.50,81.52,195.59,142.70,178.44,167.93,684.66,103.22,89.72,22.56,42.01,55.81,212.85
Symphalangus,syndactylus,Symphalangus_syndactylus,USNM,395514,2,19.85,112.29,21.69,178.35,18.60,75.90,226.93,148.94,229.35,239.34,844.56,101.12,105.35,22.41,44.33,51.60,202.85
Symphalangus,syndactylus,Symphalangus_syndactylus,USNM,519573,2,20.26,126.61,24.66,187.11,18.77,88.98,227.74,173.79,230.03,236.91,868.47,98.18,99.69,21.96,46.81,60.15,228.70
Theropithecus,gelada,Theropithecus_gelada,ZMA,11341,1,20.12,108.47,18.60,186.92,22.36,60.75,212.87,95.52,240.93,227.89,777.21,110.58,112.66,22.44,41.46,45.15,186.62
Theropithecus,gelada,Theropithecus_gelada,USNM,240885,1,21.92,103.70,18.17,188.35,21.81,57.20,247.66,104.90,281.91,243.20,877.67,112.73,111.76,23.81,45.40,38.74,176.19
Theropithecus,gelada,Theropithecus_gelada,USNM,305107,1,20.83,103.41,19.01,182.12,21.61,56.39,231.02,126.32,249.07,224.55,830.96,108.56,106.62,23.02,44.67,31.55,155.33
Theropithecus,gelada,Theropithecus_gelada,UZIA,8555,2,18.22,99.82,14.29,153.99,16.71,60.28,169.77,72.85,191.46,166.42,600.49,112.27,97.19,21.51,43.88,34.48,145.02
Theropithecus,gelada,Theropithecus_gelada,UZIA,9300,2,17.73,113.96,14.80,164.33,17.96,65.52,170.82,94.05,184.54,172.34,621.75,107.03,100.10,20.51,40.73,49.87,177.08
Theropithecus,gelada,Theropithecus_gelada,UZIA,10351,2,18.15,115.69,14.98,165.08,18.42,66.22,196.84,111.57,196.72,192.90,698.04,108.60,100.49,21.66,42.25,44.15,169.30
Theropithecus,gelada,Theropithecus_gelada,UZIA,12108,2,20.24,110.84,16.52,166.97,20.26,64.88,206.00,97.50,253.38,229.32,786.20,108.34,104.75,23.77,48.05,38.41,165.57
Theropithecus,gelada,Theropithecus_gelada,USNM,319992,2,19.18,104.13,13.44,168.53,15.82,65.23,206.22,84.45,224.02,200.14,714.83,118.04,111.82,21.42,39.71,28.31,127.42
Theropithecus,gelada,Theropithecus_gelada,USNM,354990,2,19.71,105.51,15.11,159.87,16.51,61.99,212.59,107.62,227.24,210.85,758.30,114.02,106.18,21.63,41.27,41.10,157.45
Trachypithecus,cristatus,Trachypithecus_cristatus,ZSM,1906.132,1,14.79,106.09,14.06,166.57,13.81,65.04,108.92,60.18,122.80,94.03,385.93,114.14,101.10,16.87,28.77,40.86,147.30
Trachypithecus,cristatus,Trachypithecus_cristatus,ZSM,1907.705,1,14.59,99.15,12.98,186.42,10.48,67.77,122.92,59.18,129.17,99.36,410.63,120.23,100.60,16.98,28.11,37.89,150.65
Trachypithecus,cristatus,Trachypithecus_cristatus,MCZH,35665,1,15.31,110.57,11.96,161.16,13.62,68.77,142.85,75.23,130.57,123.94,472.59,108.81,107.77,16.95,27.96,53.43,166.21
Trachypithecus,cristatus,Trachypithecus_cristatus,MCZH,35666,1,15.84,109.05,11.43,175.47,13.15,68.74,132.08,72.62,128.26,107.16,440.11,109.52,101.64,17.91,31.11,50.39,173.76
Trachypithecus,cristatus,Trachypithecus_cristatus,MCZH,35672,1,14.09,108.29,13.57,165.17,12.64,70.17,113.58,81.05,107.06,92.29,393.98,112.31,100.26,16.25,29.45,43.70,155.62
Trachypithecus,cristatus,Trachypithecus_cristatus,MCZH,35685,1,14.80,109.66,12.23,159.20,14.25,67.69,116.66,66.73,118.43,104.83,406.65,106.45,105.45,16.34,31.55,42.17,149.21
Trachypithecus,cristatus,Trachypithecus_cristatus,MCZH,35690,1,13.68,106.23,12.61,155.56,12.03,66.64,105.68,65.60,104.64,92.65,368.57,111.28,106.34,15.48,27.57,38.13,133.47
Trachypithecus,cristatus,Trachypithecus_cristatus,USNM,49695,1,14.98,107.91,14.24,169.46,14.72,66.62,116.81,63.91,131.64,110.17,422.54,112.30,103.85,16.45,29.33,46.02,161.71
Trachypithecus,cristatus,Trachypithecus_cristatus,ZSM,1906.147,2,14.09,100.78,12.05,155.08,10.65,67.30,105.38,54.52,118.54,103.24,381.68,117.31,108.56,15.67,28.35,39.97,134.22
Trachypithecus,cristatus,Trachypithecus_cristatus,MCZH,35584,2,14.11,107.34,10.40,163.80,11.77,68.28,110.15,61.13,110.15,89.35,370.78,110.34,103.32,15.94,31.46,40.52,148.92
Trachypithecus,cristatus,Trachypithecus_cristatus,MCZH,35603,2,14.24,110.37,12.54,155.69,13.01,69.41,120.61,76.48,116.82,100.90,414.81,107.28,97.45,15.96,30.14,50.33,160.88
Trachypithecus,cristatus,Trachypithecus_cristatus,MCZH,35604,2,14.81,114.84,11.73,156.31,13.23,72.58,110.92,66.38,115.40,104.12,396.82,100.30,112.27,15.87,32.65,51.81,166.53
Trachypithecus,cristatus,Trachypithecus_cristatus,MCZ,35605,2,14.96,110.47,13.36,164.08,11.76,73.47,119.62,77.54,118.24,93.78,409.18,109.19,90.05,17.18,33.43,42.30,155.20
Trachypithecus,cristatus,Trachypithecus_cristatus,MCZH,35610,2,13.64,109.04,11.86,148.41,12.24,69.62,117.54,65.43,102.87,103.79,389.62,108.34,104.39,15.23,27.44,51.76,153.37
Trachypithecus,cristatus,Trachypithecus_cristatus,MCZH,35678,2,14.34,109.79,12.11,161.53,10.59,75.48,117.07,68.08,119.38,107.51,412.05,105.45,101.68,16.34,30.57,47.11,159.57
Trachypithecus,cristatus,Trachypithecus_cristatus,ZMA,42224,2,13.22,109.03,11.22,147.77,11.20,70.16,94.07,52.13,100.34,90.61,337.15,112.35,104.16,14.60,26.28,47.23,144.37
